"PCON11CD","Total_Population","Total_Households","Total_Dwellings","Total_Household_Spaces","Total_Population_16_and_over","Total_Population_16_to_74","Total_Pop_No_NI_Students_16_to_74","Total_Employment_16_to_74","Total_Pop_in_Housesholds_16_and_over","Total_Population_3_and_over","k001","k002","k003","k004","k005","k006","k007","k008","k009","k010","k011","k012","k013","k014","k015","k016","k017","k018","k019","k020","k021","k022","k023","k024","k025","k026","k027","k028","k029","k030","k031","k032","k033","k034","k035","k036","k037","k038","k039","k040","k041","k042","k043","k044","k045","k046","k047","k048","k049","k050","k051","k052","k053","k054","k055","k056","k057","k058","k059","k060"
"E14000964",85067,37741,44310,44445,71244,61996,61996,38880,69066,82699,4075,8715,18427,25595,18529,1061,8322.838567,2262,19880,35315,9868,83575,769,86,7,10,331,127,162,81505,845,623,262,7484,3293,7,15433,9320,11935,7073,25425,4900,6623,2599,37002.82752959,10469,24815,8924,18986,3477,12523,1458,24749,8599,1911,13820,25060,1458,3321,2091,316,6096,1529,4345,2703,1163,1623,3322,3787,4794
"E14000965",95255,40292,41450,41593,78911,71177,71177,46877,76492,92204,5166,10140,24442,25638,16688,737,11445.7321557,2475,24488,39785,9177,89512,1388,1266,304,99,1273,988,425,89213,968,1058,412,7986,3846,315,13522,14598,7658,5479,28186,6112,5491,1721,30842.55255934,10750,25966,10863,22422,6542,15294,2776,33880,7778,2436,13783,33094,538,3371,4403,871,7796,2182,2382,3452,1541,1929,4800,4573,6859
"E14000966",77523,33470,35027,35034,64762,57416,57416,37960,63825,75324,3740,8149,17944,23128,15731,693,7258.8014256,974,17267,35010,7054,76488,498,107,57,1,233,90,49,75885,392,399,142,6984,3648,3,14336,12529,6126,1990,26770,2954,3306,1057,29378.30255786,10078,21217,7917,15585,3268,14574,1281,29922,4015,1626,11188,26772,965,3382,5367,480,5927,1681,1726,2616,2240,1502,1661,3493,4966
"E14000967",91740,39576,41234,41256,73523,67523,67523,43044,72763,87923,6208,10841,25018,24611,13234,581,13827.6255695,765,25451,32558,10042,85292,1115,651,526,3125,453,463,115,87165,718,549,890,7050,4202,3,5818,12607,16511,6278,25587,8669,4905,2140,34574.65735705,9917,27377,8970,14802,4230,11626,5922,31051,4402,3308,11350,31694,66,3744,5792,798,7110,2047,1903,3382,2350,1944,2537,3921,5512
"E14000968",94192,39247,40071,40090,75282,68388,68388,47997,74626,90277,6429,11235,26254,24306,13266,628,15884.1030041,666,24802,35683,9775,83348,2408,1711,511,541,2321,2906,446,84521,1065,1531,771,6637,4032,27,5733,7731,18681,7874,23900,10562,4463,2939,26868.25391839,9716,29110,8838,17988,4799,13976,6549,33899,5593,3134,12958,35039,100,4487,4389,439,8871,2428,2302,5458,2408,2430,2611,3885,5887
"E14000969",85027,37804,38935,39049,68025,62197,62197,41447,67103,81187,6140,9863,25445,21582,11151,623,18671.084223,949,26793,27529,8970,77147,1866,768,2436,263,1309,796,442,79346,696,735,667,6054,3560,3,3377,15001,11354,9313,23512,8211,5684,2594,31894.27110785,8718,22644,8060,18544,4129,9711,7009,26939,5709,3258,11227,30220,26,2957,3424,506,6378,2386,1974,4559,2461,2395,1950,4336,6139
"E14000970",92033,38486,40030,40064,74123,67112,67112,39187,72030,88321,6100,10700,23475,24469,14278,530,14860.5670062,2099,26006,32732,9604,88325,920,375,799,42,772,603,197,88663,491,418,328,6618,4278,60,6287,17480,11320,4926,24363,8783,5040,1962,36239.74894784,9508,27654,9390,13447,5061,10284,3803,28889,5399,4626,12787,26400,124,3606,4105,857,6791,1953,2196,2690,1481,1907,2396,3491,5924
"E14000971",99577,40673,42207,42244,80380,73542,73542,47935,78829,95845,6222,11730,26662,26831,14621,522,14586.1879005,1552,25266,40960,8869,92974,1077,1113,2273,90,1168,530,352,94571,696,413,484,8072,4344,144,13656,16240,8045,4286,30117,4842,5347,1618,30333.18958363,10416,27945,11562,21803,6179,15623,3222,38110,4852,3449,14392,33543,97,4211,4567,879,7667,2069,2183,4250,2357,1993,3562,5230,7004
"E14000972",83104,36504,37849,37938,68054,62362,62362,35849,66616,79754,5423,8777,23266,19419,11598,417,16782.7927153,1445,28049,26650,8498,70822,1713,1527,3736,364,2455,1696,791,73704,815,1347,1269,5615,3468,753,3536,14979,13089,6326,19392,9870,6633,2752,36175.364643,8815,21630,9337,11648,8361,7503,4411,24600,5932,3531,11161,24688,48,2655,4151,468,7227,2335,2242,1810,1246,1823,1365,2774,5540
"E14000973",96715,41443,43203,43217,77248,70204,70204,42079,76438,92525,6874,11424,26270,24175,15207,574,15974.7697709,817,25942,35425,9786,87063,1785,318,3691,565,1418,1268,607,90145,493,1150,1258,7270,4393,31,6507,20350,12489,3811,25711,9436,5607,2384,41703.00247951,10864,26941,8367,10617,4822,10973,3925,32781,4373,3713,12176,29903,64,3717,6573,617,8236,2750,2070,2151,1593,2076,1537,3116,5584
"E14000974",89539,38294,39682,39691,72109,65494,65494,39781,71324,86017,5866,10481,23362,23887,14214,545,15335.9980359,797,23296,34323,8980,82824,1164,503,3022,173,779,827,247,85025,507,649,809,7001,4088,32,7841,19829,8567,3445,25500,8215,3987,1737,38837.43678411,10219,25165,8230,11403,4330,11333,3150,31656,3932,3063,11550,28231,50,3276,5580,759,7734,2537,1922,1995,1483,1831,1759,3186,5803
"E14000975",84249,35839,37197,37203,70340,62594,62594,41615,69115,81934,4004,8888,18887,25862,17113,808,5622.1072238,1233,17379,40033,7382,82547,669,277,100,35,314,212,95,81841,510,414,144,7899,3724,15,17359,12201,4594,2899,28273,3293,3741,892,29230.81507003,10693,22334,8305,21351,3796,17484,1443,33218,3729,1572,12022,29593,1152,3336,5178,563,6208,1652,1969,3447,1600,1645,2547,4541,5526
"E14000976",90024,37493,38692,38731,73066,65601,65601,42178,72227,86783,5355,10401,23216,24226,15722,657,13814.3856101,1035,22291,37240,8085,82761,1289,737,3631,71,542,577,416,85990,480,319,732,6925,4404,5,9857,16888,6610,5350,27182,5961,3767,1787,30665.64128063,10667,24866,8965,16016,4294,14247,4433,31836,4149,3160,12628,29550,37,3762,5728,737,7607,1777,1708,3375,1824,1755,2558,4392,5170
"E14000977",88490,38624,41035,41057,73832,64254,64254,44231,72738,86072,4263,9318,19674,26336,19174,1014,6799.5491216,1108,18981,40240,8556,85944,975,452,64,12,677,210,156,83086,986,1537,421,7903,3479,32,14747,11955,8009,5410,28041,4861,5156,1436,28168.73032726,10050,22738,8461,24801,3660,18375,1888,31489,6286,1569,13363,30868,1036,3251,3954,631,7384,1434,3079,5690,2721,2481,1550,4269,4098
"E14000978",115046,47786,48421,49274,93712,89363,89363,63827,92390,109557,8576,11687,50196,21172,8703,415,49786.1659446,1331,52991,27542,9833,66950,8623,2582,2088,940,3279,27993,2591,72354,7394,6557,4253,6734,3268,204,1575,5231,9203,33254,19419,12814,15099,11898,26467.7693361,7709,18490,8996,43632,8127,4423,41833,10828,8277,5057,13335,50492,27,3408,1315,252,6600,2126,4765,14198,5919,4713,3382,5751,6602
"E14000979",98749,40964,41936,42039,78269,71075,71075,46433,77734,94700,6699,12489,27557,25241,13985,609,18908.4008595,545,28679,34758,9258,78263,3320,3709,5054,269,1791,5268,1075,87670,902,1571,1531,6050,4605,34,3586,20436,9954,8042,26592,9063,4838,2957,34301.12609653,10494,27041,9432,19961,5770,11499,7269,31183,6213,3319,13404,33029,39,3099,3682,613,7798,2676,2329,4565,2945,2580,2528,4693,6711
"E14000980",99816,42379,44250,44294,81671,72855,72855,51188,80867,96662,5451,11398,23712,29376,18109,880,8273.1041101,1027,22862,43159,9817,97690,1120,155,25,51,420,247,108,94777,1330,880,256,8996,3869,15,15885,14656,8352,5145,31174,5394,5256,1745,29375.14741168,11425,27565,10059,26184,4340,19943,2066,38853,6008,2077,16055,35133,651,4563,6493,1344,7249,1621,2334,5729,2324,2162,2583,5389,6348
"E14000981",98927,44173,49471,49531,82922,70430,70430,45289,80903,96165,4670,10141,19681,29464,23594,1417,7884.327218,2187,20747,44332,10263,96047,1138,359,71,115,652,394,151,93523,1183,857,302,9074,3625,4,19271,14734,9763,5396,31554,5654,6252,1541,38478.31296452,11993,28776,9131,22329,3646,17356,2014,32008,7603,2014,15080,30209,1057,3267,2876,1085,6562,4776,2890,4153,1752,1947,2965,4143,5299
"E14000982",99885,43782,45394,45555,83594,75066,75066,43051,81023,96770,5266,9907,25334,26539,16512,667,21442.8376229,2589,32652,35105,9338,91848,856,1165,468,1862,2178,912,596,92759,635,779,878,6512,5096,605,2795,16775,16978,9002,25971,9309,8108,3160,45124.23521359,11430,28178,10672,17883,8982,9064,7908,27332,6629,4623,13481,29570,29,3267,4052,1038,6488,2011,3022,2520,2428,2086,3062,4358,6654
"E14000983",105624,41873,43211,43236,85221,77074,77074,55602,83604,101843,6338,12752,28618,29091,16807,781,11397.7692169,1798,23358,47500,9000,96190,1879,1832,732,316,2978,1067,630,93304,2149,1188,508,8500,4334,10,18096,11578,6380,6905,32383,4177,4905,2133,24033.98239153,9784,28585,10497,28385,4562,22673,4872,41700,5017,2155,14757,40845,101,4299,3785,603,8259,3230,2372,9165,3178,3173,3763,4797,5963
"E14000984",94824,39767,40607,40731,76916,69441,69441,49636,75989,91101,6105,10633,29262,23771,13928,810,23554.7950848,927,25747,37833,8209,74535,3315,3743,1420,609,6489,3297,1416,75242,2062,2543,1418,6472,3934,15,4572,11079,9161,15913,28488,3530,7455,4096,24649.69109065,8801,24273,8981,25272,4884,12138,16974,24793,5503,2382,12728,36908,34,4833,1746,402,6751,2478,1842,7182,4003,2750,3491,4686,6657
"E14000985",95107,39887,41145,41205,77736,68137,68137,46693,77177,92134,5102,11091,22731,26993,18169,890,12076.8153874,562,21927,42225,7530,84328,2068,3777,1119,189,1251,1893,482,89152,745,567,446,7003,4339,14,14836,14631,4038,7696,31872,3331,4284,1460,28682.52650596,11332,24119,9347,27132,4640,17790,6393,34223,3191,2202,12891,33802,65,3521,4251,587,6829,1740,1870,5617,3198,1928,2731,6231,5972
"E14000986",95334,38762,39890,39895,77006,70653,70653,47064,75715,91775,5895,11278,25045,25923,14613,566,12998.4909311,1292,23669,38971,9273,92143,1022,859,121,66,452,543,128,92190,530,981,311,7860,4413,3,11487,15055,7940,5247,27378,6875,4119,1622,30821.44694236,10241,29234,9397,15122,4378,15802,2954,37069,4973,2984,13333,33731,266,3983,6197,603,9606,3823,2344,3402,2030,2436,2088,3759,4324
"E14000987",84287,36439,38047,38050,69430,60861,60861,41328,68051,81519,4641,9246,20513,24564,16368,911,7569.0764493,1393,18651,37268,7823,80496,1054,782,451,100,728,338,338,79646,960,592,259,7056,3403,5,14681,11129,7000,4758,27640,4114,4210,1186,26584.01810058,9071,20824,7948,25989,3658,17336,2214,30664,4431,1778,11868,29460,657,2546,3766,415,6548,1909,2126,6571,3039,2158,1452,3687,4427
"E14000988",110187,46907,49220,49321,90109,78921,78921,54244,87207,106406,6266,12232,26291,29938,20732,1280,12600.8129258,3335,26356,45099,11470,107116,1010,324,59,108,1117,286,167,102811,1284,2024,646,9137,3906,41,14469,14083,12377,7974,31644,7321,7227,2563,37428.003007,11671,31070,11068,25348,5340,17634,2072,36091,12457,2223,17045,37199,947,4049,4046,882,9313,1770,2556,4456,1869,2264,4762,5401,9520
"E14000989",90359,36426,37667,37676,71289,66479,66479,42283,70738,86356,6662,11233,25489,23156,11625,357,11218.9203221,556,24460,32719,9771,84478,1681,1874,292,64,750,955,265,84901,898,1442,692,7200,3720,20,9807,13159,10615,3974,22214,7985,5831,2033,31305.09891382,9664,27003,8635,13028,4298,11987,3192,33428,4300,3658,11204,31079,150,2862,7831,673,7282,1715,2124,3093,1662,2118,3203,3525,4343
"E14000990",98134,42146,44193,44203,80903,71622,71622,49911,79805,94791,5543,10570,24072,27739,18822,881,10714.1996398,1101,21651,43783,9404,95178,1001,718,113,97,496,357,174,92058,1383,1400,373,9004,3844,17,14270,16726,7938,4539,32053,4511,5111,1668,30173.19119413,10460,28361,10051,24004,4099,18019,2891,36835,7048,2000,14614,35297,529,3649,6153,757,7407,1632,2487,4842,3236,2203,4419,4765,5660
"E14000991",95844,41651,45629,45657,79718,69175,69175,47683,78034,93178,4591,10431,20690,28776,20342,1135,6066.4011996,1811,20261,44151,8845,93811,794,240,19,40,595,242,103,89793,1344,848,217,8966,3433,116,17160,13629,9615,4873,28343,6091,6053,1483,29701.57599317,10172,25059,9423,27407,4532,19874,1619,33130,7608,1720,14869,32814,1433,3954,4179,682,7377,1444,3291,6232,2556,2203,2201,4746,4548
"E14000992",90904,36215,37339,37347,73361,66639,66639,43669,71096,87610,5404,10882,23245,23732,14513,650,9318.7266908,2391,22530,36936,8785,84220,1416,1257,1955,108,820,852,276,84260,1034,1891,1045,7024,3827,164,13224,14370,5982,3571,24443,6086,5179,1618,29396.95911424,9849,25278,10240,18141,5709,14706,2351,33390,5666,2451,11875,31794,760,2725,6177,645,6773,1616,2012,3597,1692,1752,4792,4498,4901
"E14000993",96949,42235,46199,46205,80902,70466,70466,47459,79368,94268,4555,10253,19886,29479,21727,935,5237.8449106,1827,20001,45014,8984,95613,567,99,41,14,361,161,93,93139,1048,816,287,9338,3716,2,18483,14079,9202,4137,29248,5019,6916,1251,34213.4192504,11076,26591,9236,22626,3723,17591,1572,32638,8200,1847,14753,32706,3035,3962,4925,419,7456,1633,3514,3505,1662,1743,3058,4264,5268
"E14000994",82926,33373,34020,34025,67653,60901,60901,42417,66114,80480,4215,9871,19206,24209,15056,650,8700.2663133,1553,17912,37888,7237,80925,764,287,76,54,422,284,114,79357,736,710,259,6699,3500,11,11842,11370,8394,2234,26646,2589,3689,1040,23144.90574535,9301,25042,8598,19011,3758,16973,1675,32887,5064,1462,13153,29264,580,3814,4502,731,6689,2148,1898,4175,2742,1778,3022,3672,4935
"E14000995",116255,45898,47023,47042,89736,83396,83396,56562,89277,110396,9689,15277,37184,26399,12566,565,23864.4390236,480,32009,41086,11317,95907,2575,2058,491,589,2253,11569,813,99897,1141,3949,1624,7436,4641,13,4964,13546,15974,12427,28536,9939,7070,4804,31429.57849684,10221,34150,9558,16262,5176,14899,13367,36900,4751,5027,14562,42000,58,5217,3797,988,11610,5943,2474,4332,4362,3161,2841,4313,5369
"E14000996",97830,42801,45651,45672,81139,69323,69323,46130,80039,94839,4986,10493,20730,27720,22917,1256,7860.9208069,1204,19943,44073,9829,96370,604,165,4,40,457,108,82,93412,888,1008,408,8857,3557,4,18081,12673,9620,4991,30847,4984,6215,1758,34099.29523087,10911,28411,9519,20528,3475,17362,1719,32125,7435,1854,14996,31134,2421,4194,4734,679,8072,2138,2528,3711,1474,1853,2193,4068,5769
"E14000997",98975,39425,41017,41027,78215,70075,70075,48271,77236,95428,6119,13238,24339,27096,16450,742,9230.4878033,1178,21424,42713,8866,94910,1472,580,128,195,1081,280,329,92053,1275,864,317,7634,3795,2,13055,14063,8395,5176,28160,6424,4279,1772,24339.80768277,9942,27154,9343,23754,4665,18023,8621,30607,5385,2033,14233,34038,460,4340,2948,500,7043,2106,2008,6401,4902,2525,2413,5262,4860
"E14000998",106890,43076,44199,44803,88174,83945,83945,59904,85478,101826,7794,10090,47994,18950,8619,458,47523.7945193,2715,46919,30491,7432,70438,5415,4876,5101,779,5568,12799,1914,71823,4803,4514,3073,7839,2952,378,1196,4334,13749,25505,21320,7179,14139,8520,23060.98751819,7243,15071,9162,45322,8120,5228,36763,10909,9253,3397,11552,48352,20,2974,1292,279,6215,1833,2948,14607,7048,3574,2980,5217,6934
"E14000999",97132,43898,47520,47923,81019,69920,69920,43277,78354,94038,5138,9800,22345,27098,20425,1436,17994.8530275,2760,24769,36695,12301,94370,1134,361,70,92,694,218,193,91805,1103,1367,374,7728,3467,14,8776,10388,11396,17318,28853,3272,11345,3773,44231.71130933,11492,30013,9747,16803,3978,12506,2700,29633,8242,3283,14429,28848,155,3910,2731,497,7628,1655,4641,2505,1673,1715,2370,3698,7683
"E14001000",97183,42129,45960,46002,81163,70708,70708,44794,79191,94445,4663,10184,19723,29825,21762,1078,6572.2692966,2246,20618,43867,9823,95862,674,70,7,34,338,93,105,93739,816,483,173,9220,3655,6,19822,10467,10523,4889,30802,3876,6702,1518,36254.25806849,11747,28725,9734,20537,3651,17366,1623,30786,7067,2245,15298,29496,2881,4211,4582,476,7045,1534,3051,3049,1255,1665,2268,4458,6212
"E14001001",82799,37590,44039,44045,69927,59531,59531,36416,68846,80733,3511,8359,15416,25557,20701,1103,8334.7972397,1088,17536,36349,9399,81461,684,110,17,46,239,109,133,78985,986,510,125,7500,3168,8,15058,11324,9818,7464,26832,4513,5715,1782,35902.74888799,10880,23657,7921,20112,3248,13728,1733,24108,6607,1851,13241,23175,1122,3449,2464,354,5914,1250,3414,2942,1217,1609,1829,3813,4985
"E14001002",129237,48890,50555,51332,100273,95688,95688,55959,99516,123154,9956,17346,48143,24107,10229,303,53117.1593117,759,50272,32451,13488,64734,8657,2862,1198,2998,6731,34449,7608,63899,6532,15340,12605,4809,4551,324,2532,4512,15655,28576,16316,16743,14986,16126,31793.8582326,9483,22608,9843,29430,13321,3464,35850,11604,6599,6876,17992,37967,23,4420,1531,268,7749,2779,6369,7201,2565,4355,2463,5859,6314
"E14001003",89289,39280,43391,43466,74855,65953,65953,41831,74714,86711,4258,9083,20583,24598,17860,824,9037.5936258,141,23930,36054,9041,87065,925,343,46,63,498,154,195,84868,986,569,165,7491,3378,630,15097,10916,9662,7442,26657,4875,7020,2539,32487.21552471,10265,23685,11274,23713,7094,14833,2209,28069,8008,1973,14555,27276,796,3394,2733,349,6712,1380,3635,3472,1486,1760,2310,4517,7040
"E14001004",105070,43410,44983,45145,83715,75193,75193,52846,82243,100992,6866,13141,29253,27316,16208,982,15311.022001,1598,26427,41881,9847,99582,1769,724,173,507,1360,597,358,95049,1833,1879,654,8245,3834,18,11583,13131,8073,12219,28859,6509,7524,3890,25126.11689412,9541,26377,10080,29220,4953,16672,9521,30161,8808,2260,14846,38000,556,4113,2581,419,8322,1862,2449,7838,5963,2640,1973,5129,6352
"E14001005",112202,47094,48427,48609,89952,82701,82701,59767,88037,107011,8409,12627,36015,28355,13912,895,25407.0828775,1926,32978,43191,8900,96122,3896,3778,869,550,3706,1755,1526,90552,3776,2466,1128,8714,3830,229,4468,13436,12656,17840,31895,5344,9328,4609,24263.16901534,9732,19395,10394,44558,7027,13134,21648,24652,8722,2429,14861,44906,25,3207,2278,415,6605,2968,2424,14889,4681,2866,3097,7174,5129
"E14001006",98759,44067,45643,45673,81027,71894,71894,47048,80063,95356,5599,10947,25584,27583,17657,866,19807.4721992,967,24513,39828,10016,95417,940,506,157,527,734,235,243,95030,814,337,258,7974,4287,13,4671,20213,10121,10636,31096,7001,5549,1629,37115.52906645,11031,26907,9588,24789,4602,11812,9102,30294,5625,3061,13506,33542,70,3417,3581,589,6421,1841,2342,4765,2263,1747,5000,5636,7199
"E14001007",101217,37291,38643,38689,81959,75748,75748,49247,76852,97191,6626,11499,30040,22310,12119,593,18731.7283734,5117,33619,35645,8028,70696,3924,8701,2260,1314,6043,5635,2644,78542,2017,2839,1899,5653,4382,621,4517,13331,10701,10086,24566,5697,6698,5300,23844.76184606,9317,25748,12850,22726,12897,12184,14106,27629,5691,2863,13090,36157,29,4367,2673,472,7671,4531,2382,6189,2403,2529,3253,5266,5038
"E14001008",114033,50714,51799,52622,96364,92687,92687,65154,95123,110215,6147,10475,50886,20924,8035,260,73338.0977473,1242,60278,22381,10562,66632,8108,1388,500,881,5271,28165,3088,69773,9814,3014,4314,6925,3332,538,743,1717,6530,43622,14255,20897,14956,14815,29108.01200037,7345,16970,9132,46948,10447,2740,42726,6716,13016,5356,12680,52474,20,2495,1149,263,6482,2165,5220,15632,6674,5087,3662,4946,6408
"E14001009",95074,41072,42916,43041,77440,70507,70507,44976,75826,91532,5832,10673,26628,25462,14619,608,13333.4384546,1621,24726,36157,11047,87187,1182,587,3350,15,874,1354,525,87035,618,2853,1814,8018,3870,10,7791,18363,9368,7488,24365,10629,5656,2567,35827.8231408,9988,26984,8450,15872,4058,11840,5345,32285,5711,3670,12793,32183,153,3954,5004,612,8604,2737,2233,3080,2145,2284,3078,3793,5553
"E14001010",89444,39425,40792,40854,72415,65156,65156,39261,71689,86158,5462,10335,22480,24619,14510,620,20092.80029,730,26712,29592,10305,86956,999,199,21,192,719,233,125,86634,557,498,351,5733,4563,8,4341,17170,11531,7805,25627,5552,7849,1621,39431.02641498,11127,27276,9612,14596,4487,9529,6563,26562,4858,3876,11978,27283,38,2823,3909,558,6028,2009,1895,2941,1907,1941,3274,3761,6190
"E14001011",93878,38189,39242,39263,73678,67145,67145,38251,73162,89605,6911,12023,24841,23061,14051,529,16111.6923355,536,26209,32975,8765,81000,2521,3601,2467,345,1278,2042,624,88220,336,863,1301,5880,4743,10,5553,16560,10063,7023,21324,11796,4538,2493,35241.22405551,10289,24668,7442,9071,4405,9358,5134,27628,4633,5342,11132,27119,34,3619,6156,713,7748,2461,1606,1499,1518,1785,1629,3125,4882
"E14001012",98471,37403,38689,38761,76091,69071,69071,38632,75144,94022,7470,13555,27181,21564,14013,581,16799.0788972,948,26258,36370,7891,59784,3508,10966,11498,4723,3037,3580,1375,81013,589,1501,4575,4929,4106,47,6036,14565,10187,7896,21966,9484,5388,3397,30899.53326448,10683,24012,8180,13912,6490,9564,5788,26413,5247,5125,12229,26403,45,2592,5209,570,7649,2534,2254,2147,1770,1805,1772,3892,4935
"E14001013",111263,41584,42109,42344,85956,81660,81660,51460,85260,104942,10166,13861,42601,21029,8642,446,41186.4676963,696,38059,34258,9830,51792,6262,3592,14390,1464,7618,21004,5141,64624,3139,11161,7353,4634,3580,205,1912,4652,16239,19524,19458,9856,11806,10922,24976.45644076,8579,21173,8124,26912,9453,4572,30549,13370,5861,5239,14283,37177,39,4607,1785,397,7143,2740,4070,6175,2800,3708,2835,5704,5863
"E14001014",81900,36367,38091,38095,67404,59948,59948,36339,66359,79169,4536,8934,19779,23565,15043,665,11530.6761033,1049,19823,33076,8668,80583,399,203,105,104,346,80,80,80063,461,239,164,6889,3813,3,7283,12984,13340,4446,23747,7563,4642,1352,36001.51596573,9460,23223,8488,15094,3407,10473,3073,27409,4547,3466,10507,25832,220,2953,3604,526,5185,1521,1811,2321,1243,1398,3693,3201,7045
"E14001015",106589,43107,44642,44656,85251,76841,76841,56344,83531,102358,7083,12875,28797,28482,17051,860,10112.7157537,2010,24348,46331,9023,102341,1182,610,108,132,1030,923,263,97802,2146,1374,415,8904,3956,20,14924,14909,9096,5202,30484,6022,5984,1918,26333.25313746,10208,27241,10159,29746,4097,20723,4282,39567,8560,2101,14799,41545,680,4486,4111,1107,8216,2155,2159,9846,2067,2676,4540,5936,5499
"E14001016",92201,35376,36894,36924,71430,65052,65052,37579,70873,87851,7169,12369,27226,19751,12380,620,20008.9420508,591,25960,31982,8031,52899,4007,11718,7607,2467,3365,8029,2109,71732,819,2550,5462,4279,3959,61,2605,14255,13452,6585,20129,8763,5688,3493,30613.57663353,9684,21373,7371,13045,6258,7293,8786,23613,4283,4852,11311,26268,48,2332,4493,585,6350,2596,2233,2399,1824,2088,1812,3798,5354
"E14001017",95213,40394,41621,41626,77557,70982,70982,46820,75331,91733,5726,10751,25532,25874,14475,555,15588.4386005,2229,25927,36383,9681,91878,1053,565,341,75,715,360,226,90664,560,1616,664,7462,4301,45,9426,16258,11470,4431,27637,8238,4174,1960,33711.80352151,10517,28591,9900,17632,4848,13965,3871,35499,5553,3178,13488,33332,112,3492,4161,1207,8840,3207,2259,5057,1809,2670,2665,3729,5557
"E14001018",107015,44746,46322,46336,85920,78479,78479,54036,84760,103068,6583,13100,29298,28555,16515,669,14528.3755146,1171,25482,45033,9581,102114,1091,1238,838,77,1062,334,261,101145,793,1400,544,8635,4379,12,11400,19765,9692,5439,33915,5080,5375,1861,31041.42631871,11326,28954,10693,27238,4984,19179,3863,42213,5209,2783,14637,39399,136,3855,4654,1567,8808,2956,2485,6892,2738,2565,3026,4934,7070
"E14001019",97140,41743,43004,43205,80256,73179,73179,49799,79061,93407,5980,9936,29299,22905,13753,777,17563.134223,1209,31404,34790,8943,84808,2249,5898,398,52,1890,803,1042,86146,2238,1592,1199,7682,3416,931,8247,12676,10360,11836,26163,6683,8443,3316,27317.39576457,8878,20874,11810,29594,9220,15207,3975,34044,8860,2532,13392,36407,146,2591,5373,1130,7617,1677,2818,7615,1897,2288,2361,5675,6123
"E14001020",88619,37748,38567,38567,72051,66195,66195,40383,71456,85426,5337,10101,22926,25428,13177,393,15384.889923,605,24436,33466,8851,86819,552,345,101,153,347,205,97,86566,435,356,226,6861,5092,24,5772,16680,11533,4577,22160,12162,3209,1855,37908.81595017,10157,28640,8280,11478,4229,9132,6649,28257,4530,3963,11794,28589,34,3071,5847,841,7224,2284,2043,2146,1994,2129,3375,3114,4678
"E14001021",114035,46322,47265,47439,90793,83508,83508,59804,89895,109036,8165,13625,36645,26731,14436,738,21711.3557875,920,32688,42974,9769,85662,3661,6079,6194,378,5263,5810,988,90727,2637,3463,2044,7345,4562,54,6027,14441,12688,14244,30451,7320,8189,5732,27247.73164519,10498,29192,10639,28713,6360,16455,11640,36610,8714,3251,15437,44367,51,4842,3272,542,10166,3577,2808,8236,3707,3319,3066,5677,7206
"E14001022",102474,44808,47159,47223,84340,73031,73031,43738,82817,99021,5731,11157,23219,27406,22211,1224,14167.2662531,1543,23774,42059,11133,100015,1099,170,53,91,577,354,115,98918,948,614,319,8666,4016,6,15701,12617,13632,4976,31126,6288,6866,1821,42900.8606211,12046,30623,9929,14397,4040,14004,1990,31198,8504,3472,15117,28621,583,4517,5110,961,7684,1798,3062,2742,1443,1980,2181,3899,5716
"E14001023",101372,41460,42987,43003,82463,72347,72347,49231,80442,98281,5440,12132,21818,29929,20013,1181,7337.2266596,2323,21166,45510,9515,98633,1028,289,37,177,749,258,201,94366,1722,803,271,8255,4131,5,19024,12336,6180,5123,32374,3774,4569,1664,26856.94860979,10844,28782,10329,24921,4431,21020,4810,34342,5144,1888,15812,33419,747,4949,3058,464,7694,1770,2327,5900,3574,2450,2151,4919,6270
"E14001024",88159,37146,38374,38390,70878,64713,64713,42247,70325,85003,5345,10787,22864,25426,13408,587,9134.0845726,561,21199,36126,8613,86076,880,283,49,72,493,174,132,85205,593,679,273,7411,4035,7,12070,12216,9966,3647,26329,6666,3821,1430,29210.156593,10166,24657,8751,19546,4039,15017,2605,32970,4384,2849,11824,30423,332,2800,5033,717,7074,2241,2035,4805,2164,2232,2295,4049,4800
"E14001025",106159,44803,46495,46508,84820,77026,77026,51667,83660,101830,7172,12888,29217,27868,16366,776,15084.8510534,1169,25618,41926,11438,95151,2612,3388,315,549,737,3090,317,95651,1067,3141,1608,8998,3985,3,12038,15759,12915,5607,30899,7442,5927,2093,33724.28502545,10887,32013,9567,16676,4358,16969,2460,40897,6098,3541,13313,38354,249,4199,6842,589,10729,3712,1813,3981,2339,2611,2611,4590,5296
"E14001026",103319,44049,46186,46243,84972,74015,74015,49159,82353,100219,5174,11667,21995,29906,21116,1194,8603.6240893,3356,23577,43639,10641,101205,920,204,27,126,554,182,101,97830,1369,1108,397,8662,3826,5,16245,14174,9106,6436,31970,4783,6644,2021,36075.66432284,11630,29692,9957,22513,5033,18536,1182,35114,8547,2135,16388,32771,1081,4584,4772,614,9056,1965,3272,4315,1764,1888,2241,5338,5812
"E14001027",105354,41520,43301,43315,86084,77837,77837,50595,82468,101335,6575,11507,28266,24192,14857,831,14703.9642201,3704,34040,37636,8929,88147,2718,3423,730,450,3900,4918,1068,88130,1559,3286,1169,6553,3746,1168,7547,10155,15568,9922,23567,11659,5747,3910,27326.64419193,9729,26734,13701,25741,14009,15437,8111,32321,7467,2599,14989,35606,125,3627,3434,581,10568,2356,2370,6487,2701,2724,2433,4924,5699
